5 100
37
100 10 10
200 1 33 0
400 1 425 434
200 2 123 0
200 1 93 6
200 2 31 0
200 1 114 0
200 2 13 5
200 1 28 6
200 2 97 0
200 1 90 0
200 2 20 5
200 1 50 0
200 2 119 0
200 1 132 0
200 2 62 0
300 1 94 21
200 2 101 0
200 1 37 0
200 2 61 0
200 1 95 0
200 2 65 0
200 1 69 0
200 2 62 0
200 1 0 0
200 2 86 0
200 1 128 0
200 2 109 0
200 1 133 15
200 2 26 0
200 1 29 5
200 2 39 0
200 1 49 6
200 2 6 5
200 1 105 5
200 2 77 0
200 1 54 0
200 2 27 0
200 1 78 0
200 2 36 0
200 1 141 0
200 2 141 0
200 1 48 0
200 2 5 0
200 1 54 0
200 2 96 0
300 1 54 0
200 2 51 0
200 1 91 5
200 2 3 0
200 1 75 0
400 1 433 470
200 2 99 0
200 1 89 0
200 2 100 14
200 1 61 0
200 2 136 0
200 1 8 0
200 2 127 0
200 1 142 5
200 2 55 0
300 1 55 5
200 2 119 0
200 1 85 0
300 2 46 0
200 1 98 0
200 2 86 10
200 1 31 0
200 2 66 10
200 1 97 0
200 2 64 6
200 1 46 0
200 2 35 5
200 1 5 0
200 2 122 0
400 1 442 457
200 1 95 0
200 2 28 0
200 1 45 6
200 2 43 0
200 1 97 0
200 2 55 0
200 1 137 0
200 2 104 0
200 1 108 0
400 1 451 469
200 2 1 0
200 1 30 0
200 2 64 0
400 1 454 475
200 1 64 0
200 2 147 0
200 1 62 0
200 2 86 0
200 1 121 0
200 2 4 0
200 1 61 0
200 2 62 5
200 1 42 0
200 2 65 0
200 1 116 21
200 2 113 10
200 1 141 0
200 2 47 5
300 1 39 0
200 2 133 6
200 1 123 5
200 2 79 0
200 1 119 0
200 2 96 0
200 1 144 0
200 2 132 0
300 1 66 5
200 2 136 0
200 1 29 0
200 2 50 0
200 1 92 0
200 2 107 11
200 1 11 0
200 2 71 0
200 1 91 0
200 2 100 0
200 1 107 0
200 2 146 0
200 1 22 0
200 2 46 0
200 1 17 0
200 2 125 0
200 1 114 0
200 2 51 0
200 1 73 5
200 2 11 0
200 1 46 0
200 2 71 5
200 1 125 0
200 2 51 10
200 1 90 15
200 2 118 5
200 1 83 0
200 2 88 0
200 1 120 0
200 2 143 0
200 1 93 0
200 2 113 0
200 1 61 10
200 2 119 0
200 1 146 0
200 2 71 0
400 1 434 451
200 1 131 10
200 2 38 6
300 1 20 5
200 2 68 0
200 1 130 0
300 2 98 40
400 1 409 417
300 1 10 10
200 2 74 5
200 1 9 0
200 2 54 0
200 1 117 6
200 2 77 0
200 1 138 0
200 2 26 0
200 1 114 7
200 2 141 0
200 1 33 0
200 2 84 0
200 1 131 0
200 2 127 0
200 1 49 0
200 2 63 0
200 1 58 0
200 2 17 5
200 1 19 0
200 2 16 0
300 1 10 0
200 2 81 0
200 1 90 0
200 2 128 0
200 1 29 10
200 2 10 0
200 1 11 6
200 2 92 0
200 1 75 0
200 2 5 5
200 1 70 0
200 2 48 0
200 1 41 5
200 2 107 5
200 1 74 0
200 2 68 0
200 1 46 0
200 2 94 0
200 1 70 0
200 2 27 5
200 1 69 0
200 2 141 0
200 1 31 0
200 2 97 0
200 1 117 10
400 1 419 441
200 2 75 5
200 1 108 0
200 2 108 0
200 1 2 0
200 2 31 0
200 1 56 0
200 2 21 0
200 1 121 0
200 2 13 0
200 1 119 0
200 2 135 10
200 1 85 0
200 2 61 0
200 1 67 5
200 2 48 14
200 1 27 0
200 2 1 0
200 1 76 0
200 2 36 0
300 1 93 0
200 2 100 0
200 1 53 5
200 2 39 6
200 1 32 0
200 2 16 0
200 1 57 0
200 2 14 0
200 1 50 0
200 2 143 9
200 1 110 5
200 2 76 0
200 1 110 5
200 2 98 0
400 1 432 448
200 1 98 0
400 1 435 448
200 2 109 0
200 1 13 0
300 2 122 0
200 1 47 14
200 2 107 0
200 1 124 0
200 2 83 0
300 1 109 0
200 2 1 0
200 1 12 0
200 2 29 0
200 1 127 0
300 2 80 25
200 1 58 0
200 2 137 0
200 1 83 0
200 2 12 0
200 1 105 0
300 2 95 20
200 1 71 0
200 2 119 0
200 1 51 0
200 2 144 0
200 1 20 0
200 2 136 0
400 1 425 442
200 1 48 0
200 2 136 5
200 1 122 0
200 2 74 0
200 1 93 0
200 2 61 5
200 1 88 6
200 2 22 5
200 1 132 10
200 2 92 0
400 1 424 437
200 1 129 0
300 2 91 6
200 1 85 0
200 2 99 5
200 1 78 0
200 2 12 0
200 1 36 16
200 2 113 0
400 1 416 425
200 1 68 5
200 2 119 0
200 1 84 0
200 2 93 0
200 1 123 5
200 2 84 0
200 1 71 0
200 2 80 5
200 1 34 0
200 2 72 0
200 1 35 0
200 2 146 0
200 1 117 0
200 2 135 0
200 1 25 0
200 2 80 0
200 1 145 0
400 1 433 444
200 2 52 0
200 1 123 0
200 2 143 0
200 1 40 0
200 2 47 0
200 1 131 5
200 2 68 0
200 1 101 0
200 2 119 0
200 1 146 0
200 2 33 5
200 1 124 10
300 2 61 0
200 1 31 0
200 2 7 0
200 1 112 0
200 2 33 10
200 1 4 0
200 2 100 0
300 1 90 0
200 2 44 0
200 1 25 0
200 2 26 0
200 1 113 0
200 2 14 0
200 1 15 15
200 2 61 0
200 1 46 0
200 2 4 0
200 1 147 0
200 2 58 0
200 1 17 5
200 2 140 51
200 1 4 0
200 2 125 0
400 1 388 408
200 1 37 0
200 2 72 0
200 1 18 0
200 2 132 0
200 1 111 0
400 1 397 414
200 2 125 5
200 1 112 0
200 2 80 0
200 1 106 0
200 2 41 16
200 1 103 0
200 2 91 0
400 1 396 405
200 1 6 0
300 2 122 0
200 1 119 0
200 2 82 0
200 1 127 0
200 2 20 0
200 1 19 0
200 2 90 6
200 1 77 0
200 2 113 0
200 1 40 0
200 2 126 0
200 1 99 0
200 2 40 0
200 1 19 0
200 2 95 0
200 1 66 0
200 2 140 0
300 1 40 0
200 2 14 0
400 1 423 426
200 1 83 0
400 1 426 426
300 2 103 17
200 1 37 9
200 2 77 0
200 1 92 0
200 2 19 0
200 1 66 0
200 2 100 0
200 1 143 0
200 2 91 5
200 1 92 0
200 2 126 0
200 1 71 5
400 1 413 428
200 2 14 0
200 1 61 0
200 2 101 0
300 1 13 0
200 2 93 0
200 1 133 0
200 2 22 0
200 1 108 0
200 2 1 0
200 1 142 5
200 2 88 0
200 1 130 11
200 2 106 15
200 1 133 0
200 2 130 6
200 1 110 0
200 2 87 0
200 1 82 5
200 2 71 0
300 1 53 22
200 2 71 0
200 1 75 0
200 2 142 0
200 1 55 0
200 2 143 0
200 1 18 0
200 2 118 5
200 1 123 0
200 2 54 0
200 1 136 0
200 2 24 11
200 1 5 5
200 2 2 0
200 1 98 0
200 2 142 10
200 1 20 0
200 2 113 0
200 1 122 0
200 2 106 0
200 1 21 0
200 2 134 5
200 1 41 0
200 2 72 5
200 1 93 0
200 2 105 0
200 1 120 0
200 2 48 0
200 1 139 0
200 2 8 0
200 1 135 0
200 2 71 0
200 1 36 0
200 2 104 9
200 1 110 0
200 2 128 0
200 1 4 0
200 2 32 0
200 1 50 0
200 2 30 0
200 1 119 0
200 2 32 5
200 1 102 0
200 2 24 0
200 1 147 0
200 2 44 0
200 1 126 0
200 2 96 0
400 1 430 435
200 1 19 0
200 2 122 0
200 1 123 20
200 2 11 0
200 1 8 0
200 2 76 0
200 1 121 0
200 2 9 10
200 1 92 0
200 2 39 0
300 1 61 8
200 2 88 6
200 1 13 0
200 2 49 0
300 1 42 0
200 2 103 0
200 1 10 7
200 2 110 0
200 1 56 0
200 2 130 0
200 1 55 0
200 2 134 5
200 1 139 0
200 2 131 6
300 1 33 0
200 2 76 0
200 1 5 5
200 2 42 0
200 1 57 9
200 2 89 6
200 1 57 0
200 2 132 0
200 1 15 0
400 1 421 425
200 2 110 0
200 1 68 0
200 2 117 0
200 1 18 0
200 2 8 5
200 1 41 0
200 2 28 0
200 1 89 0
400 1 433 432
400 1 433 432
200 2 99 0
400 1 433 435
200 1 13 0
200 2 23 0
200 1 146 5
200 2 21 0
200 1 127 0
200 2 127 0
200 1 78 0
200 2 83 0
400 1 440 447
200 1 5 10
200 2 73 5
200 1 17 5
200 2 124 0
200 1 69 0
200 2 114 0
200 1 64 5
300 2 65 0
200 1 126 0
200 2 0 10
200 1 88 0
200 2 142 0
200 1 50 0
200 2 57 0
200 1 24 0
200 2 139 0
200 1 121 5
200 2 95 0
200 1 106 0
400 1 445 456
300 2 70 14
200 1 67 0
200 2 97 5
200 1 86 12
200 2 69 0
200 1 66 0
200 2 9 6
200 1 88 0
200 2 88 0
200 1 32 0
200 2 146 0
200 1 7 0
200 2 1 5
200 1 79 0
200 2 0 0
200 1 18 10
200 2 28 21
200 1 24 5
200 2 74 0
200 1 73 0
300 2 91 0
200 1 65 5
200 2 56 0
200 1 79 0
200 2 21 0
200 1 134 0
200 2 17 0
200 1 71 5
200 2 71 0
200 1 33 0
400 1 435 442
200 2 66 0
200 1 116 0
200 2 2 0
200 1 61 0
200 2 83 0
200 1 30 0
200 2 100 0
200 1 20 0
200 2 29 0
200 1 118 0
200 2 54 5
200 1 137 0
300 2 145 0
200 1 17 0
200 2 59 0
200 1 73 0
200 2 76 0
200 1 56 0
200 2 45 0
200 1 111 30
200 2 36 0
200 1 38 0
200 2 87 0
200 1 69 5
200 2 106 0
200 1 70 19
200 2 76 0
200 1 25 0
200 2 88 0
200 1 95 16
200 2 136 0
400 1 410 437
200 1 118 0
200 2 121 0
200 1 117 0
200 2 76 5
200 1 140 0
200 2 106 0
200 1 82 0
200 2 30 0
200 1 125 0
400 1 425 444
200 2 100 5
200 1 65 0
400 1 428 442
200 2 131 0
200 1 88 0
200 2 19 0
200 1 37 0
200 2 104 0
200 1 46 0
200 2 85 6
200 1 37 0
200 2 131 19
200 1 68 0
200 2 99 6
200 1 34 5
200 2 19 0
200 1 64 0
200 2 107 6
200 1 2 0
200 2 89 6
200 1 43 0
200 2 39 15
200 1 44 0
200 2 41 0
200 1 62 0
200 2 1 0
200 1 24 5
200 2 16 0
200 1 136 0
200 2 12 0
200 1 53 0
200 2 58 0
200 1 95 0
400 1 434 429
200 2 61 0
200 1 71 5
200 2 55 0
200 1 22 11
200 2 89 0
200 1 62 0
200 2 146 0
200 1 27 0
200 2 78 0
200 1 92 0
200 2 2 0
300 1 87 0
200 2 28 9
200 1 26 5
200 2 13 0
200 1 88 0
200 2 138 0
200 1 106 0
300 2 48 6
200 1 140 0
200 2 42 0
200 1 51 11
200 2 34 0
200 1 30 5
200 2 41 0
300 1 109 0
200 2 124 10
200 1 72 5
200 2 14 0
200 1 147 0
200 2 101 0
200 1 60 0
200 2 141 0
200 1 11 5
200 2 90 0
200 1 60 0
200 2 59 9
200 1 4 0
200 2 24 5
200 1 16 5
200 2 140 5
200 1 77 0
200 2 139 0
200 1 27 0
400 1 417 415
200 2 47 0
200 1 41 0
200 2 93 0
200 1 122 14
200 2 105 0
200 1 10 5
200 2 69 0
200 1 71 0
400 1 410 422
200 2 136 0
200 1 15 5
200 2 138 10
200 1 94 0
200 2 134 0
200 1 145 0
200 2 82 0
400 1 403 424
200 1 78 0
200 2 23 0
400 1 406 427
200 1 100 0
200 2 141 5
200 1 146 0
200 2 67 0
200 1 98 0
200 2 20 0
200 1 67 0
200 2 20 5
200 1 79 0
200 2 62 0
200 1 41 0
200 2 122 0
200 1 21 0
200 2 68 0
200 1 106 0
200 2 131 0
200 1 55 0
300 2 132 0
200 1 146 0
200 2 89 0
200 1 135 0
200 2 80 0
200 1 53 0
300 2 136 0
200 1 52 5
200 2 31 0
200 1 58 0
200 2 0 0
200 1 27 9
200 2 37 0
200 1 84 0
200 2 21 0
200 1 41 0
200 2 115 0
200 1 66 16
200 2 104 15
200 1 10 0
200 2 70 0
200 1 134 0
200 2 144 6
200 1 36 0
200 2 120 5
200 1 97 5
200 2 25 0
200 1 87 0
200 2 26 0
200 1 117 0
200 2 97 0
200 1 52 0
400 1 421 443
200 2 8 0
200 1 48 5
200 2 32 0
200 1 64 0
200 2 78 0
200 1 18 0
200 2 107 0
200 1 46 0
200 2 112 6
200 1 141 0
200 2 10 0
200 1 127 0
200 2 73 0
200 1 99 0
200 2 40 0
200 1 13 0
200 2 87 0
200 1 35 0
200 2 103 0
200 1 66 0
200 2 134 0
200 1 67 6
200 2 56 0
200 1 102 0
200 2 38 5
200 1 94 0
200 2 60 0
200 1 140 12
200 2 6 5
200 1 106 0
200 2 132 5
200 1 81 6
200 2 118 0
200 1 44 0
200 2 82 0
200 1 141 0
200 2 87 5
200 1 2 0
200 2 64 0
200 1 126 0
200 2 77 0
200 1 28 0
200 2 96 10
400 1 450 468
200 1 22 10
200 2 62 25
200 1 143 5
200 2 41 0
200 1 128 0
200 2 102 0
200 1 119 0
200 2 125 0
200 1 102 0
200 2 13 0
200 1 72 5
200 2 80 16
200 1 38 9
200 2 84 0
200 1 54 0
300 2 0 28
200 1 118 0
200 2 142 0
200 1 127 5
200 2 89 0
200 1 137 0
200 2 126 0
200 1 49 5
200 2 6 0
200 1 110 0
200 2 39 5
200 1 25 0
200 2 125 0
200 1 99 10
200 2 111 0
200 1 55 0
200 2 16 0
200 1 79 0
300 2 2 6
200 1 131 0
200 2 92 0
200 1 31 0
300 2 92 34
200 1 116 0
200 2 118 0
200 1 7 0
300 2 26 23
200 1 71 0
200 2 143 5
200 1 27 0
200 2 146 0
200 1 122 0
200 2 144 0
200 1 107 5
200 2 35 0
200 1 45 0
200 2 71 0
200 1 44 13
200 2 109 0
200 1 40 0
200 2 137 0
200 1 92 6
200 2 98 0
400 1 403 408
200 1 30 5
200 2 1 0
200 1 18 0
200 2 48 0
200 1 82 0
300 2 5 0
200 1 34 15
200 2 75 0
200 1 25 0
200 2 128 0
200 1 21 0
200 2 44 5
200 1 119 0
300 2 135 0
200 1 44 0
200 2 25 0
200 1 1 5
200 2 130 0
200 1 137 0
200 2 68 0
200 1 82 0
200 2 98 0
200 1 31 7
200 2 50 0
200 1 64 0
200 2 55 0
200 1 19 9
200 2 1 0
200 1 81 0
200 2 11 15
200 1 110 0
200 2 68 5
200 1 127 5
300 2 144 20
200 1 29 0
200 2 61 0
200 1 117 0
200 2 24 0
200 1 91 0
200 2 87 0
200 1 3 0
200 2 134 0
200 1 82 0
200 2 113 0
200 1 104 0
200 2 47 0
200 1 85 0
200 2 62 0
200 1 21 0
200 2 4 5
200 1 120 11
200 2 147 0
300 1 117 5
200 2 79 0
200 1 72 0
200 2 70 0
200 1 15 0
200 2 33 5
200 1 77 0
200 2 136 0
200 1 56 0
200 2 83 0
200 1 61 0
200 2 133 0
200 1 50 5
200 2 11 0
300 1 120 24
200 2 66 17
200 1 48 0
200 2 113 5
200 1 119 0
200 2 28 0
200 1 142 0
200 2 21 0
200 1 55 0
200 2 119 0
200 1 131 5
200 2 67 0
200 1 23 0
200 2 18 0
200 1 37 0
200 2 10 0
200 1 29 0
200 2 5 0
200 1 65 5
200 2 137 0
200 1 112 5
200 2 66 0
200 1 12 6
200 2 44 0
200 1 2 0
200 2 85 0
200 1 57 0
200 2 13 0
200 1 40 6
200 2 89 5
200 1 140 0
200 2 46 5
200 1 65 0
200 2 140 0
400 1 410 399
200 1 146 0
200 2 6 0
200 1 125 0
200 2 102 0
200 1 118 0
200 2 46 0
200 1 23 0
200 2 12 5
200 1 143 0
200 2 18 6
200 1 97 0
200 2 144 0
200 1 115 5
200 2 88 5
200 1 43 5
200 2 79 0
400 1 419 407
200 1 128 0
200 2 56 0
200 1 50 0
200 2 4 0
200 1 61 0
200 2 144 5
200 1 119 0
200 2 23 0
200 1 143 5
300 2 13 37
200 1 135 0
200 2 20 0
200 1 133 0
300 2 74 17
200 1 60 0
200 2 69 5
200 1 4 0
300 2 0 0
200 1 21 0
200 2 5 0
200 1 35 0
200 2 36 0
200 1 106 0
200 2 15 0
200 1 114 0
200 2 36 0
200 1 123 9
200 2 66 0
300 1 96 0
200 2 133 0
200 1 50 0
200 2 74 0
200 1 79 11
200 2 95 0
200 1 75 0
200 2 139 0
200 1 67 0
200 2 27 0
200 1 107 0
200 2 76 0
200 1 20 0
200 2 86 5
200 1 98 0
200 2 99 5
200 1 12 0
300 2 16 0
200 1 121 6
200 2 127 0
200 1 98 0
200 2 131 0
200 1 36 0
200 2 142 0
200 1 8 0
200 2 48 0
200 1 137 0
200 2 96 0
400 1 439 430
300 1 58 0
200 2 144 0
200 1 57 0
200 2 115 0
200 1 60 11
200 2 29 0
200 1 123 0
200 2 0 5
200 1 142 0
200 2 75 24
200 1 70 5
200 2 103 0
200 1 66 0
200 2 106 0
200 1 66 0
200 2 55 0
200 1 102 0
200 2 124 0
200 1 30 0
400 1 431 428
200 2 16 0
200 1 102 0
200 2 128 5
200 1 132 0
200 2 92 0
200 1 136 0
200 2 118 0
200 1 5 15
200 2 19 0
400 1 428 426
200 1 142 0
200 2 34 6
200 1 39 5
200 2 54 0
200 1 12 0
200 2 10 0
200 1 56 0
200 2 83 0
200 1 131 0
200 2 6 0
200 1 45 0
400 1 441 435
200 2 147 27
200 1 9 0
200 2 24 0
200 1 59 0
200 2 84 0
200 1 78 0
200 2 140 5
200 1 132 0
200 2 104 0
200 1 2 0
200 2 49 0
200 1 142 0
200 2 141 0
200 1 120 0
200 2 117 5
200 1 99 6
200 2 22 0
200 1 89 0
200 2 46 0
200 1 81 7
300 2 1 0
200 1 50 0
200 2 53 5
200 1 12 0
200 2 27 5
200 1 116 11
200 2 47 5
200 1 147 0
200 2 86 0
200 1 141 0
200 2 69 0
200 1 20 0
200 2 130 0
200 1 51 5
200 2 93 6
200 1 59 12
200 2 146 5
200 1 106 0
200 2 107 0
200 1 94 0
200 2 55 5
200 1 103 0
400 1 427 427
200 2 69 0
200 1 42 0
200 2 96 0
200 1 32 10
200 2 101 0
200 1 40 0
200 2 100 6
200 1 79 0
200 2 110 17
200 1 110 0
200 2 5 0
200 1 65 0
200 2 94 6
200 1 24 0
200 2 14 0
200 1 141 0
200 2 139 12
200 1 115 0
200 2 56 0
200 1 137 0
200 2 129 0
200 1 141 0
200 2 20 0
200 1 137 0
200 2 78 0
200 1 132 0
200 2 113 0
200 1 52 0
200 2 91 0
200 1 71 0
200 2 44 0
200 1 47 0
200 2 95 0
200 1 103 5
200 2 123 5
200 1 26 0
200 2 41 0
200 1 35 0
400 1 425 426
200 2 77 0
200 1 104 0
300 2 39 0
200 1 142 5
300 2 148 0
200 1 98 0
200 2 132 5
200 1 80 9
200 2 111 0
200 1 145 0
200 2 21 0
200 1 147 0
200 2 97 0
200 1 64 6
200 2 80 5
200 1 3 0
200 2 107 0
200 1 16 0
200 2 136 0
200 1 45 0
200 2 41 0
200 1 94 0
200 2 109 0
200 1 12 0
200 2 11 0
200 1 96 0
200 2 103 5
200 1 124 5
200 2 12 0
200 1 128 0
200 2 5 5
200 1 50 0
200 2 99 0
200 1 17 0
200 2 84 14
200 1 36 0
200 2 91 0
200 1 8 0
200 2 44 0
200 1 43 0
200 2 130 0
200 1 122 0
200 2 26 0
200 1 71 0
200 2 73 0
200 1 26 0
200 2 42 0
200 1 6 0
200 2 98 0
200 1 54 19
200 2 131 6
200 1 51 0
200 2 130 0
200 1 13 5
200 2 45 20
200 1 108 6
200 2 84 5
200 1 127 0
200 2 130 5
200 1 17 0
200 2 57 0
200 1 108 0
200 2 76 6
200 1 123 0
200 2 145 0
200 1 142 5
200 2 74 0
200 1 33 5
200 2 70 0
200 1 26 0
200 2 77 10
200 1 50 0
200 2 12 0
200 1 37 0
200 2 73 0
200 1 87 0
200 2 140 0
200 1 55 0
200 2 124 0
200 1 26 6
200 2 5 0
200 1 147 0
200 2 134 0
200 1 104 0
200 2 12 0
200 1 17 10
200 2 126 5
200 1 143 5
300 2 75 9
200 1 44 0
200 2 40 0
200 1 127 0
200 2 9 5
200 1 80 0
300 2 145 16
200 1 85 5
200 2 143 0
200 1 91 11
200 2 37 0
200 1 4 0
200 2 38 0
200 1 101 5
400 1 436 413
200 2 24 0
200 1 64 5
200 2 31 0
200 1 2 5
200 2 27 0
200 1 36 0
200 2 123 0
200 1 47 0
200 2 126 0
200 1 92 0
200 2 88 0
200 1 41 0
200 2 14 0
200 1 147 0
200 2 143 5
200 1 89 0
200 2 4 0
200 1 85 0
200 2 40 0
200 1 79 5
200 2 140 5
200 1 140 6
200 2 120 0
200 1 138 0
200 2 81 0
200 1 133 0
200 2 33 10
200 1 67 5
200 2 92 0
200 1 53 0
200 2 63 0
200 1 17 10
200 2 20 5
200 1 145 5
200 2 60 0
200 1 68 0
200 2 140 0
200 1 133 0
300 2 54 0
200 1 29 0
200 2 103 0
200 1 3 5
200 2 115 0
200 1 42 0
200 2 26 0
200 1 116 5
200 2 88 0
300 1 97 0
200 2 33 10
200 1 147 5
200 2 23 0
200 1 15 0
200 2 63 0
200 1 63 0
200 2 73 5
200 1 95 5
200 2 35 0
200 1 141 0
300 2 67 24
200 1 127 0
300 2 39 47
300 1 25 0
200 2 120 19
200 1 18 6
200 2 70 0
200 1 5 0
200 2 99 0
200 1 81 0
200 2 131 5
200 1 110 0
200 2 116 0
200 1 135 5
200 2 67 5
200 1 68 0
200 2 10 5
200 1 131 27
200 2 103 0
200 1 28 5
200 2 25 5
200 1 37 0
200 2 46 0
200 1 100 0
200 2 13 0
200 1 82 0
200 2 92 0
200 1 125 0
300 2 38 0
200 1 134 0
200 2 108 0
200 1 84 5
200 2 97 5
200 1 27 0
400 1 398 387
200 2 92 0
200 1 15 10
200 2 95 0
200 1 92 0
200 2 50 0
200 1 73 0
200 2 41 0
200 1 119 0
200 2 80 0
200 1 20 0
200 2 80 0
200 1 35 0
200 2 140 0
200 1 10 5
400 1 404 399
200 2 93 5
300 1 38 14
200 2 93 0
200 1 98 0
200 2 104 0
200 1 40 0
200 2 18 0
200 1 140 0
200 2 68 0
200 1 2 0
200 2 132 6
200 1 20 0
200 2 6 10
200 1 69 0
200 2 90 0
200 1 55 5
200 2 23 5
200 1 147 10
200 2 56 0
200 1 31 0
200 2 11 5
200 1 66 0
200 2 27 0
300 1 140 0
200 2 112 0
200 1 83 0
200 2 100 0
200 1 22 0
200 2 70 0
200 1 6 10
200 2 11 5
200 1 61 0
200 2 45 0
200 1 105 0
200 2 111 5
200 1 58 0
200 2 79 5
200 1 132 5
200 2 55 0
200 1 84 5
200 2 114 0
200 1 32 5
200 2 119 0
200 1 139 0
200 2 129 0
200 1 18 0
200 2 138 0
200 1 100 0
200 2 146 0
200 1 95 0
200 2 34 0
200 1 9 0
400 1 411 427
200 2 8 0
200 1 18 0
200 2 2 0
200 1 58 5
200 2 138 0
200 1 141 0
200 2 127 0
200 1 120 6
200 2 68 5
200 1 43 0
200 2 135 0
200 1 105 0
200 2 56 0
200 1 94 0
200 2 10 5
200 1 49 5
200 2 60 0
200 1 100 0
200 2 17 0
200 1 79 0
200 2 49 6
200 1 12 5
300 2 68 29
200 1 11 0
200 2 4 0
200 1 30 0
200 2 18 0
200 1 30 0
200 2 128 5
200 1 11 0
200 2 12 5
200 1 10 0
200 2 75 0
200 1 66 0
300 2 54 0
200 1 36 0
200 2 9 6
200 1 13 0
200 2 13 0
200 1 75 0
200 2 17 5
200 1 128 5
200 2 30 15
200 1 123 0
200 2 63 0
200 1 54 0
200 2 29 6
200 1 82 0
200 2 2 0
200 1 102 0
200 2 77 10
200 1 73 0
200 2 27 0
200 1 138 0
200 2 127 0
200 1 10 5
200 2 29 0
200 1 17 5
400 1 426 418
200 2 14 0
200 1 81 0
300 2 12 0
200 1 122 0
200 2 98 0
200 1 145 0
200 2 14 6
200 1 51 9
200 2 112 0
200 1 133 0
200 2 75 0
200 1 43 5
200 2 52 0
200 1 22 0
200 2 64 0
200 1 75 0
200 2 64 0
200 1 10 0
200 2 43 0
200 1 79 0
400 1 441 435
200 2 57 7
200 1 73 0
200 2 60 6
200 1 12 0
200 2 11 0
200 1 139 0
200 2 147 0
200 1 69 8
200 2 5 0
200 1 123 0
200 2 129 0
200 1 143 0
200 2 73 0
200 1 78 0
200 2 41 0
200 1 33 8
200 2 137 0
200 1 15 0
200 2 70 0
200 1 60 0
200 2 7 0
200 1 41 0
200 2 11 0
300 1 146 0
200 2 135 0
200 1 117 0
200 2 147 0
200 1 129 5
200 2 30 0
200 1 114 0
200 2 10 0
200 1 143 0
200 2 13 5
200 1 107 5
200 2 64 0
200 1 15 9
200 2 86 9
200 1 60 0
200 2 44 0
200 1 58 0
200 2 14 0
200 1 115 0
200 2 16 0
200 1 139 5
200 2 12 0
200 1 92 0
200 2 3 0
200 1 120 0
200 2 37 0
200 1 70 0
200 2 127 0
200 1 79 5
200 2 128 0
200 1 109 0
200 2 37 0
300 1 43 0
200 2 88 0
200 1 37 0
200 2 137 12
200 1 14 0
200 2 124 0
200 1 80 5
200 2 22 0
400 1 468 492
200 1 102 5
200 2 146 5
200 1 22 0
200 2 133 10
200 1 103 0
200 2 55 15
200 1 128 0
200 2 20 5
200 1 121 0
200 2 101 0
200 1 132 0
200 2 19 7
200 1 51 0
200 2 138 0
200 1 79 9
200 2 38 10
200 1 103 0
200 2 61 0
200 1 72 0
200 2 126 7
200 1 46 0
200 2 59 0
200 1 39 0
200 2 56 0
200 1 42 0
200 2 99 0
200 1 69 0
200 2 50 0
200 1 34 0
200 2 25 6
200 1 119 5
200 2 53 10
200 1 78 0
200 2 55 0
200 1 125 6
200 2 143 0
200 1 44 0
200 2 129 0
200 1 140 0
200 2 86 0
200 1 122 6
200 2 131 0
200 1 133 0
200 2 76 0
400 1 473 462
200 1 81 5
200 2 96 10
200 1 4 0
200 2 37 0
200 1 29 0
300 2 22 0
200 1 41 0
200 2 117 6
200 1 122 5
200 2 79 0
400 1 478 458
200 1 18 11
200 2 102 0
200 1 19 0
200 2 5 0
200 1 109 10
300 2 86 0
200 1 117 5
200 2 142 0
200 1 35 0
200 2 93 0
200 1 102 0
200 2 25 5
200 1 89 0
200 2 26 5
200 1 94 5
200 2 69 0
200 1 74 0
200 2 58 0
200 1 73 0
200 2 147 0
200 1 126 0
200 2 33 0
200 1 34 5
200 2 110 0
200 1 74 0
200 2 51 0
300 1 44 0
200 2 103 0
200 1 15 0
200 2 2 0
200 1 67 0
200 2 105 0
200 1 115 0
200 2 70 0
200 1 46 6
200 2 86 20
200 1 13 5
200 2 37 0
200 1 90 0
200 2 130 5
200 1 85 0
200 2 49 0
200 1 85 0
200 2 16 0
200 1 56 0
200 2 6 0
200 1 48 0
200 2 3 24
200 1 9 0
200 2 88 0
200 1 105 0
200 2 18 0
200 1 84 0
300 2 28 19
200 1 26 0
300 2 133 33
300 1 45 0
200 2 114 0
200 1 42 0
200 2 73 0
200 1 0 5
200 2 59 0
200 1 97 0
200 2 96 6
200 1 144 0
200 2 100 0
200 1 14 0
200 2 65 13
200 1 46 5
300 2 131 0
200 1 118 0
200 2 18 6
200 1 144 0
200 2 16 0
200 1 116 0
200 2 79 10
200 1 37 0
200 2 35 0
200 1 103 0
200 2 138 0
200 1 22 0
200 2 100 0
200 1 52 0
200 2 120 0
200 1 58 11
200 2 43 0
200 1 64 0
200 2 48 0
200 1 2 0
200 2 89 0
200 1 68 22
200 2 39 0
200 1 20 0
200 2 122 0
200 1 119 10
200 2 93 0
200 1 100 33
200 2 80 0
300 1 68 0
200 2 111 5
200 1 19 0
200 2 80 0
200 1 145 5
200 2 89 0
200 1 36 0
200 2 132 0
200 1 47 5
200 2 123 0
200 1 129 0
200 2 1 0
200 1 111 0
200 2 18 9
300 1 139 0
200 2 30 0
200 1 40 5
200 2 0 5
200 1 92 0
200 2 0 0
200 1 26 0
200 2 124 0
200 1 39 0
200 2 0 0
200 1 126 5
200 2 102 0
200 1 117 0
200 2 106 0
200 1 83 0
200 2 31 0
200 1 136 6
200 2 23 0
